	AT_vs_LM98	AT_vs_LUv2	LM98_vs_AT	LM98_vs_LUv2	LUv2_vs_AT	LUv2_vs_LM98
Lus10025724	1	1	1	1	0	0
Lus10041377	1	1	1	1	0	0
Lus10005803	0	0	1	1	0	0
Lus10026523	0	0	1	1	0	0
Lus10025882	1	1	1	1	0	0
Lus10042253	1	0	1	1	0	0
Lus10039904	1	1	1	1	0	0
Lus10013072	1	1	1	1	0	0
Lus10037625	0	0	1	1	0	0
Lus10011477	1	1	1	1	0	0
Lus10016701	1	1	1	1	0	0
Lus10004638	1	0	1	1	0	0
Lus10042438	1	0	1	1	0	0
Lus10010616	1	1	1	0	0	0
Lus10017913	0	0	1	1	0	0
Lus10026317	1	0	1	1	0	0
Lus10008093	1	1	1	1	0	0
Lus10029831	1	0	1	1	0	0
Lus10020553	0	0	1	1	0	0
Lus10002375	1	1	1	1	0	0
Lus10016531	1	1	1	1	0	0
Lus10012452	1	0	1	1	0	0
Lus10026054	1	1	1	1	0	0
Lus10039191	0	0	1	0	0	0
Lus10013678	1	1	1	1	0	0
Lus10022979	1	0	1	1	0	0
Lus10037801	1	1	1	1	0	0
Lus10035062	0	0	1	1	0	0
Lus10017893	1	1	1	1	0	0
Lus10030813	1	0	1	1	0	0
Lus10030090	0	0	1	1	0	0
Lus10012052	1	1	1	1	0	0
Lus10024737	0	0	1	1	0	0
Lus10023877	1	1	1	1	0	0
Lus10004904	1	1	1	1	0	0
Lus10014200	1	0	1	0	0	0
Lus10035259	1	0	1	0	0	0
Lus10004864	1	1	1	1	0	0
Lus10017713	1	1	1	1	0	0
Lus10015355	1	0	1	1	0	0
Lus10039219	0	0	1	1	0	0
Lus10004942	1	1	1	1	0	0
Lus10010470	1	0	1	1	0	0
Lus10032724	1	1	1	0	0	0
Lus10016182	0	1	1	1	0	0
Lus10034266	0	0	1	1	0	0
Lus10023935	0	0	1	1	0	0
Lus10015169	0	1	1	1	0	0
Lus10037211	1	1	1	1	0	0
Lus10035589	0	0	1	1	0	0
Lus10012421	1	0	1	1	0	0
Lus10002842	0	1	1	0	0	0
Lus10023966	1	1	1	1	0	0
Lus10020500	1	1	1	1	0	0
Lus10033265	1	1	1	1	0	0
Lus10030217	1	0	1	1	0	0
Lus10010970	1	0	1	1	0	0
Lus10032010	0	0	1	1	0	0
Lus10009508	0	0	1	1	0	0
Lus10018784	0	0	1	1	0	0
Lus10026977	1	1	1	1	0	0
Lus10031127	1	1	1	1	0	0
Lus10014249	1	0	1	0	0	0
Lus10002382	1	1	1	1	0	0
Lus10009329	1	1	1	1	0	0
Lus10009398	0	0	1	1	0	0
Lus10038520	0	0	1	1	0	0
Lus10011976	0	0	1	1	0	0
Lus10036091	1	0	1	1	0	0
Lus10012155	1	1	1	1	0	0
Lus10005632	0	0	1	1	0	0
Lus10032496	1	1	1	1	0	0
Lus10033105	0	0	1	1	0	0
Lus10034368	1	0	1	1	0	0
Lus10020329	0	0	1	1	0	0
Lus10038867	0	1	1	1	0	0
Lus10003779	0	0	1	1	0	0
Lus10013492	1	1	1	1	0	0
Lus10011998	1	0	1	1	0	0
Lus10011938	1	0	1	0	0	0
Lus10003274	1	1	1	1	0	0
Lus10040483	0	1	1	1	0	0
Lus10025895	1	0	1	1	0	0
Lus10038319	0	0	1	1	0	0
Lus10006808	0	0	1	1	0	0
Lus10027832	1	0	1	1	0	0
Lus10018869	1	1	1	0	0	0
Lus10019698	0	0	1	1	0	0
Lus10025715	1	0	1	1	0	0
Lus10023634	1	1	1	1	0	0
Lus10037287	0	0	1	1	0	0
Lus10019298	1	0	1	1	0	0
Lus10031767	0	0	1	1	0	0
Lus10038513	1	0	1	1	0	0
Lus10036597	0	0	1	1	0	0
Lus10040901	1	1	1	1	0	0
Lus10043360	1	1	1	1	0	0
Lus10030429	0	0	1	1	0	0
Lus10041126	1	1	1	1	0	0
Lus10002565	0	1	1	0	0	0
Lus10041205	0	0	1	0	0	0
Lus10036880	1	0	1	1	0	0
Lus10030675	1	1	1	1	0	0
Lus10036310	0	0	1	1	0	0
Lus10022233	0	0	1	1	0	0
Lus10012610	1	1	1	1	0	0
Lus10037754	0	1	1	1	0	0
Lus10041727	1	1	1	1	0	0
Lus10004013	1	1	1	1	0	0
Lus10021847	1	0	1	1	0	0
Lus10022286	1	0	1	1	0	0
Lus10016624	1	0	1	1	0	0
Lus10039466	1	0	1	1	0	0
Lus10033152	1	0	1	1	0	0
Lus10014787	0	0	1	1	0	0
Lus10019418	1	0	1	1	0	0
Lus10039206	0	1	1	0	0	0
Lus10031373	1	1	1	1	0	0
Lus10019105	0	0	1	1	0	0
Lus10033649	0	0	1	1	0	0
Lus10003451	0	0	1	1	0	0
Lus10016466	1	1	1	0	0	0
Lus10018388	1	1	1	1	0	0
Lus10012007	0	0	1	0	0	0
Lus10038136	1	1	1	1	0	0
Lus10020651	0	0	1	1	0	0
Lus10035582	0	0	1	1	0	0
Lus10036343	1	1	1	1	0	0
Lus10018578	0	0	1	1	0	0
Lus10031370	1	0	1	1	0	0
Lus10023232	1	0	1	1	0	0
Lus10030851	1	0	1	1	0	0
Lus10020512	0	0	1	1	0	0
Lus10004917	1	0	1	1	0	0
Lus10035194	1	1	1	1	0	0
Lus10011139	1	0	1	1	0	0
Lus10041192	1	0	1	1	0	0
Lus10008423	1	0	1	1	0	0
Lus10016401	1	0	1	1	0	0
Lus10034978	1	1	1	1	0	0
Lus10021370	1	0	1	1	0	0
Lus10006051	1	1	1	0	0	0
Lus10030998	1	0	1	1	0	0
Lus10001601	0	1	1	1	0	0
Lus10042704	1	1	1	0	0	0
Lus10042703	1	1	1	1	0	0
Lus10028213	1	1	1	0	0	0
Lus10017410	1	0	1	1	0	0
Lus10020189	1	0	1	1	0	0
Lus10007209	0	0	1	1	0	0
Lus10036927	1	0	1	1	0	0
Lus10016704	1	1	1	1	0	0
Lus10001225	1	1	1	1	0	0
Lus10039824	0	1	1	1	0	0
Lus10026384	1	1	1	1	0	0
Lus10034499	0	0	1	0	0	0
Lus10022456	1	0	1	1	0	0
Lus10028257	0	0	1	1	0	0
Lus10019193	1	1	1	1	0	0
Lus10005201	0	1	1	1	0	0
Lus10018270	1	1	1	0	0	0
Lus10043453	0	0	1	1	0	0
Lus10041782	1	1	1	1	0	0
Lus10027893	1	1	1	1	0	0
Lus10006841	0	0	1	1	0	0
Lus10028198	1	1	1	1	0	0
Lus10026601	0	0	1	0	0	0
Lus10039622	0	0	1	0	0	0
Lus10002497	0	0	1	1	0	0
Lus10025201	1	0	1	1	0	0
Lus10016156	1	1	1	1	0	0
Lus10034263	1	0	1	1	0	0
Lus10007525	1	0	1	1	0	0
Lus10011151	0	0	1	1	0	0
Lus10035715	0	0	1	1	0	0
Lus10033324	1	1	1	1	0	0
Lus10013869	0	0	1	1	0	0
Lus10003591	1	1	1	1	0	0
Lus10028219	0	1	1	1	0	0
Lus10009276	1	1	1	1	0	0
Lus10018503	1	1	1	1	0	0
Lus10004104	1	1	1	1	0	0
Lus10021299	0	0	1	0	0	0
Lus10007426	1	1	1	0	0	0
Lus10005181	0	0	1	1	0	0
Lus10033679	0	0	1	1	0	0
Lus10031274	1	1	1	1	0	0
Lus10026454	1	0	1	1	0	0
Lus10008678	1	0	1	0	0	0
Lus10006180	1	1	1	0	0	0
Lus10005184	1	1	1	1	0	0
Lus10023912	0	1	1	1	0	0
Lus10041010	0	0	1	0	0	0
Lus10031632	1	1	1	1	0	0
Lus10036165	1	0	1	1	0	0
Lus10008790	1	1	1	0	0	0
Lus10041819	0	1	1	1	0	0
Lus10020841	0	0	1	0	0	0
Lus10009785	1	1	1	1	0	0
Lus10043136	1	1	1	1	0	0
Lus10024642	1	1	1	1	0	0
Lus10035522	0	1	1	1	0	0
Lus10035994	0	0	1	0	0	0
Lus10027807	0	1	1	1	0	0
Lus10027246	1	1	1	1	0	0
Lus10030386	1	1	1	1	0	0
Lus10026365	1	1	1	1	0	0
Lus10023283	1	0	1	1	0	0
Lus10034577	1	0	1	1	0	0
Lus10013607	0	0	1	1	0	0
Lus10015175	1	1	1	1	0	0
Lus10014684	0	0	1	1	0	0
Lus10043399	0	0	1	1	0	0
Lus10042444	0	0	1	0	0	0
Lus10024478	1	1	1	0	0	0
Lus10032146	0	0	1	1	0	0
Lus10042806	1	0	1	1	0	0
Lus10017677	1	1	1	1	0	0
Lus10008049	1	1	1	1	0	0
Lus10005850	1	1	1	1	0	0
Lus10016785	0	1	1	1	0	0
Lus10019465	0	0	1	1	0	0
Lus10033701	1	0	1	0	0	0
Lus10005343	0	0	1	0	0	0
Lus10016014	0	0	1	0	0	0
Lus10041177	1	1	1	0	0	0
Lus10031050	1	0	1	1	0	0
Lus10014204	1	1	1	1	0	0
Lus10028310	1	1	1	1	0	0
Lus10033394	1	0	1	1	0	0
Lus10021757	1	1	1	1	0	0
Lus10001853	0	0	1	1	0	0
Lus10040041	0	0	1	1	0	0
Lus10020928	1	0	1	1	0	0
Lus10021946	1	1	1	0	0	0
Lus10006922	0	0	1	1	0	0
Lus10018830	1	1	1	0	0	0
Lus10027882	1	0	1	1	0	0
Lus10011314	0	0	1	1	0	0
Lus10032524	0	0	1	1	0	0
Lus10015331	1	0	1	1	0	0
Lus10029703	0	0	1	1	0	0
Lus10027425	0	0	1	1	0	0
Lus10011958	0	0	1	0	0	0
Lus10005062	1	0	1	1	0	0
Lus10020131	0	0	1	1	0	0
Lus10001766	0	0	1	1	0	0
Lus10040976	1	1	1	1	0	0
Lus10007797	0	1	1	1	0	0
Lus10039993	1	0	1	1	0	0
Lus10011981	1	1	1	0	0	0
Lus10009913	0	0	1	0	0	0
Lus10024345	0	0	1	1	0	0
Lus10040288	1	0	1	1	0	0
Lus10021482	0	0	1	0	0	0
Lus10022923	1	1	1	1	0	0
Lus10036740	0	0	1	1	0	0
Lus10022903	1	0	1	1	0	0
Lus10011980	0	1	1	1	0	0
Lus10008700	1	0	1	1	0	0
Lus10013713	1	1	1	0	0	0
Lus10027048	0	0	1	1	0	0
Lus10025797	1	1	1	0	0	0
Lus10017197	1	1	1	1	0	0
Lus10017672	0	0	1	1	0	0
Lus10041104	1	1	1	1	0	0
Lus10009040	0	0	1	0	0	0
Lus10039060	1	0	1	1	0	0
Lus10011009	1	1	1	1	0	0
Lus10024493	1	0	1	0	0	0
Lus10013241	1	1	1	1	0	0
Lus10031073	1	0	1	1	0	0
Lus10039046	1	1	1	1	0	0
Lus10015827	1	0	1	0	0	0
Lus10001816	1	0	1	0	0	0
Lus10022521	0	0	1	0	0	0
Lus10024125	0	0	1	1	0	0
Lus10007853	1	0	1	1	0	0
Lus10014845	1	1	1	1	0	0
Lus10033525	1	1	1	1	0	0
Lus10005943	0	0	1	1	0	0
Lus10017180	1	1	1	1	0	0
Lus10021000	0	0	1	0	0	0
Lus10041162	1	1	1	1	0	0
Lus10037631	0	0	1	1	0	0
Lus10041308	1	1	1	1	0	0
Lus10021207	1	1	1	1	0	0
Lus10004662	0	0	1	1	0	0
Lus10039967	0	0	1	1	0	0
Lus10042430	1	0	1	1	0	0
Lus10013094	0	0	1	1	0	0
Lus10033754	1	0	1	1	0	0
Lus10041781	0	0	1	1	0	0
Lus10003487	1	1	1	1	0	0
Lus10038086	0	0	1	1	0	0
Lus10039136	1	0	1	1	0	0
Lus10040810	1	0	1	1	0	0
Lus10037187	0	0	1	1	0	0
Lus10036443	1	1	1	1	0	0
Lus10024301	1	1	1	1	0	0
Lus10012043	1	1	1	1	0	0
Lus10005322	1	1	1	1	0	0
Lus10036603	1	1	1	1	0	0
Lus10037060	1	0	1	1	0	0
Lus10025813	0	0	1	0	0	0
Lus10016737	1	1	1	1	0	0
Lus10014016	0	0	1	1	0	0
Lus10027405	0	0	1	0	0	0
Lus10038776	0	0	1	1	0	0
Lus10041405	1	1	1	1	0	0
Lus10005376	0	0	1	1	0	0
Lus10032526	0	0	1	1	0	0
Lus10004516	1	0	1	1	0	0
Lus10035528	1	0	1	1	0	0
Lus10041273	1	1	1	0	0	0
Lus10023075	1	0	1	1	0	0
Lus10005883	1	1	1	1	0	0
Lus10012939	1	1	1	0	0	0
Lus10004765	1	0	1	0	0	0
Lus10010438	1	0	1	1	0	0
Lus10018620	0	0	1	1	0	0
Lus10041708	1	0	1	0	0	0
Lus10000580	1	1	1	1	0	0
Lus10012260	1	0	1	1	0	0
Lus10003332	1	1	1	1	0	0
Lus10014400	1	0	1	1	0	0
Lus10032419	1	0	1	1	0	0
Lus10003192	1	0	1	1	0	0
Lus10033029	0	0	1	1	0	0
Lus10027477	1	1	1	1	0	0
Lus10013196	0	0	1	0	0	0
Lus10018263	0	0	1	1	0	0
Lus10024153	1	1	1	1	0	0
Lus10034362	1	0	1	0	0	0
Lus10029378	0	0	1	1	0	0
Lus10034762	1	0	1	1	0	0
Lus10040553	1	1	1	1	0	0
Lus10021472	1	1	1	1	0	0
Lus10034170	1	1	1	1	0	0
Lus10030448	1	1	1	1	0	0
Lus10006619	1	1	1	1	0	0
Lus10026448	1	1	1	1	0	0
Lus10026814	0	0	1	1	0	0
Lus10020125	0	0	1	1	0	0
Lus10028773	1	1	1	1	0	0
Lus10032230	1	0	1	1	0	0
Lus10027796	1	0	1	1	0	0
Lus10003760	1	0	1	1	0	0
Lus10003276	0	0	1	1	0	0
Lus10006697	1	0	1	1	0	0
Lus10018475	1	1	1	1	0	0
Lus10039999	1	0	1	1	0	0
Lus10030728	1	1	1	1	0	0
Lus10041132	1	1	1	1	0	0
Lus10006416	0	0	1	0	0	0
Lus10041387	1	1	1	1	0	0
Lus10016921	1	1	1	1	0	0
Lus10004186	1	0	1	1	0	0
Lus10019760	1	0	1	1	0	0
Lus10030384	0	0	1	1	0	0
Lus10010398	1	1	1	1	0	0
Lus10026354	1	0	1	1	0	0
Lus10013184	1	0	1	1	0	0
Lus10040691	1	0	1	1	0	0
Lus10027291	1	0	1	1	0	0
Lus10014172	0	0	1	0	0	0
Lus10007384	0	0	1	1	0	0
Lus10017917	1	0	1	0	0	0
Lus10013532	1	1	1	1	0	0
Lus10014095	1	1	1	0	0	0
Lus10006941	0	0	1	1	0	0
Lus10017112	1	1	1	1	0	0
Lus10017270	1	1	1	1	0	0
Lus10034902	0	1	1	1	0	0
Lus10007922	1	1	1	1	0	0
Lus10026626	1	0	1	1	0	0
Lus10006160	0	1	1	1	0	0
Lus10019261	1	1	1	1	0	0
Lus10013942	0	1	1	1	0	0
Lus10042331	0	0	1	1	0	0
Lus10021159	1	0	1	1	0	0
Lus10005348	1	1	1	1	0	0
Lus10038220	1	1	1	1	0	0
Lus10021066	0	0	1	1	0	0
Lus10020361	0	0	1	1	0	0
Lus10035907	0	0	1	1	0	0
Lus10019327	1	0	1	1	0	0
Lus10008520	1	1	1	1	0	0
Lus10015145	1	1	1	1	0	0
Lus10030738	1	1	1	1	0	0
Lus10042448	0	0	1	1	0	0
Lus10034221	0	0	1	1	0	0
Lus10020749	1	1	1	1	0	0
Lus10036211	1	1	1	1	0	0
Lus10001369	0	0	1	1	0	0
Lus10024807	1	0	1	1	0	0
Lus10027392	1	1	1	1	0	0
Lus10003360	1	1	1	1	0	0
Lus10010532	1	1	1	1	0	0
Lus10012988	1	1	1	0	0	0
Lus10019310	1	0	1	1	0	0
Lus10034860	1	1	1	1	0	0
Lus10032408	0	0	1	0	0	0
Lus10008558	1	1	1	1	0	0
Lus10039775	1	1	1	1	0	0
Lus10035872	1	1	1	1	0	0
Lus10023716	1	1	1	1	0	0
Lus10024704	1	0	1	1	0	0
Lus10022407	0	0	1	1	0	0
Lus10020115	0	0	1	1	0	0
Lus10042350	1	1	1	1	0	0
Lus10036138	1	1	1	1	0	0
Lus10015104	1	0	1	1	0	0
Lus10039735	1	0	1	1	0	0
Lus10017500	0	0	1	1	0	0
Lus10035899	1	0	1	0	0	0
Lus10012089	0	0	1	1	0	0
Lus10033650	0	0	1	1	0	0
Lus10010989	0	0	1	1	0	0
Lus10005658	0	0	1	1	0	0
Lus10015705	1	1	1	0	0	0
Lus10042657	0	0	1	1	0	0
Lus10029036	1	1	1	1	0	0
Lus10024588	1	1	1	1	0	0
Lus10012036	1	0	1	1	0	0
Lus10024479	1	0	1	1	0	0
Lus10024954	0	0	1	1	0	0
Lus10000715	0	0	1	0	0	0
Lus10027269	0	0	1	1	0	0
Lus10018342	1	1	1	1	0	0
Lus10007567	1	1	1	1	0	0
Lus10013990	1	1	1	0	0	0
Lus10019899	1	0	1	1	0	0
Lus10005616	0	0	1	0	0	0
Lus10003152	1	0	1	1	0	0
Lus10008344	1	1	1	1	0	0
Lus10011687	1	0	1	0	0	0
Lus10037245	0	0	1	1	0	0
Lus10041918	1	0	1	1	0	0
Lus10024989	1	1	1	1	0	0
Lus10007789	0	1	1	1	0	0
Lus10037711	0	0	1	0	0	0
Lus10023549	1	0	1	0	0	0
Lus10025252	1	1	1	1	0	0
Lus10012952	1	0	1	1	0	0
Lus10014985	1	1	1	1	0	0
Lus10038321	1	1	1	1	0	0
Lus10031992	1	1	1	1	0	0
Lus10039063	1	1	1	1	0	0
Lus10018459	1	0	1	1	0	0
Lus10007370	1	0	1	1	0	0
Lus10009688	1	1	1	1	0	0
Lus10037901	1	1	1	1	0	0
Lus10006643	1	1	1	1	0	0
Lus10005998	1	0	1	0	0	0
Lus10031072	1	1	1	0	0	0
Lus10037773	1	0	1	0	0	0
Lus10006429	0	0	1	1	0	0
Lus10026562	0	0	1	1	0	0
Lus10024985	1	1	1	1	0	0
Lus10033540	0	0	1	1	0	0
Lus10017634	1	0	1	1	0	0
Lus10001747	1	1	1	0	0	0
Lus10007964	1	0	1	1	0	0
Lus10027731	1	0	1	1	0	0
Lus10005611	1	0	1	1	0	0
Lus10014728	1	0	1	1	0	0
Lus10018554	1	1	1	1	0	0
Lus10007258	1	1	1	1	0	0
Lus10040335	1	1	1	1	0	0
Lus10039298	0	0	1	1	0	0
Lus10011563	1	0	1	1	0	0
Lus10020645	0	0	1	1	0	0
Lus10006974	0	1	1	1	0	0
Lus10014878	1	1	1	1	0	0
Lus10019687	1	1	1	1	0	0
Lus10010750	1	1	1	0	0	0
Lus10030723	1	0	1	1	0	0
Lus10030179	1	1	1	1	0	0
Lus10020604	1	1	1	0	0	0
Lus10043081	1	0	1	1	0	0
Lus10002088	0	0	1	0	0	0
Lus10029962	1	0	1	1	0	0
Lus10003413	1	1	1	1	0	0
Lus10010689	1	1	1	1	0	0
Lus10007017	1	1	1	0	0	0
Lus10022251	1	1	1	0	0	0
Lus10015461	0	0	1	1	0	0
Lus10020351	1	0	1	1	0	0
Lus10012469	1	1	1	1	0	0
Lus10034301	0	0	1	1	0	0
Lus10042185	1	1	1	1	0	0
Lus10032410	0	0	1	1	0	0
Lus10012975	1	0	1	1	0	0
Lus10014450	1	1	1	1	0	0
Lus10003821	0	0	1	0	0	0
Lus10001220	1	0	1	1	0	0
Lus10042251	1	0	1	1	0	0
Lus10005047	0	0	1	0	0	0
Lus10042910	1	1	1	1	0	0
Lus10027693	1	1	1	1	0	0
Lus10039486	0	1	1	0	0	0
Lus10029830	0	0	1	1	0	0
Lus10037749	1	1	1	1	0	0
Lus10019085	1	0	1	1	0	0
Lus10010092	0	0	1	1	0	0
Lus10030772	1	1	1	1	0	0
Lus10007951	0	0	1	1	0	0
Lus10036530	0	1	1	1	0	0
Lus10012448	1	0	1	1	0	0
Lus10019477	1	0	1	1	0	0
Lus10008633	0	1	1	1	0	0
Lus10001721	1	1	1	0	0	0
Lus10030945	1	1	1	0	0	0
Lus10012723	1	1	1	1	0	0
Lus10029680	0	0	1	1	0	0
Lus10031450	0	0	1	0	0	0
Lus10009601	0	0	1	0	0	0
Lus10009027	0	0	1	1	0	0
Lus10039706	0	0	1	1	0	0
Lus10037693	1	1	1	1	0	0
Lus10038671	0	0	1	1	0	0
Lus10016582	0	0	1	0	0	0
Lus10024718	1	1	1	0	0	0
Lus10037857	0	0	1	1	0	0
Lus10043222	1	0	1	1	0	0
Lus10041840	1	1	1	1	0	0
Lus10005446	0	1	1	1	0	0
Lus10032076	1	1	1	1	0	0
Lus10010637	1	0	1	1	0	0
Lus10008438	1	1	1	1	0	0
Lus10042801	1	1	1	1	0	0
Lus10027846	1	0	1	1	0	0
Lus10002116	1	1	1	1	0	0
Lus10005939	0	0	1	1	0	0
Lus10013902	1	0	1	1	0	0
Lus10007615	0	0	1	1	0	0
Lus10018466	0	0	1	1	0	0
Lus10008988	0	0	1	1	0	0
Lus10038820	1	0	1	1	0	0
Lus10039067	0	0	1	1	0	0
Lus10028973	1	1	1	1	0	0
Lus10024434	0	0	1	1	0	0
Lus10012515	1	1	1	1	0	0
Lus10012645	0	0	1	0	0	0
Lus10037039	1	1	1	1	0	0
Lus10007043	1	1	1	1	0	0
Lus10021417	1	0	1	1	0	0
Lus10027742	1	0	1	1	0	0
Lus10035710	1	1	1	1	0	0
Lus10035029	0	0	1	1	0	0
Lus10002150	1	1	1	1	0	0
Lus10039172	1	1	1	1	0	0
Lus10013612	1	0	1	1	0	0
Lus10037485	0	0	1	1	0	0
Lus10006370	0	0	1	0	0	0
Lus10041925	0	0	1	1	0	0
Lus10033448	0	0	1	1	0	0
Lus10021337	1	0	1	1	0	0
Lus10009921	1	1	1	1	0	0
Lus10004193	1	1	1	1	0	0
Lus10005095	1	0	1	1	0	0
Lus10014368	1	1	1	1	0	0
Lus10002096	1	1	1	1	0	0
Lus10015825	1	1	1	0	0	0
Lus10033691	1	0	1	1	0	0
Lus10039144	1	1	1	1	0	0
Lus10019573	0	0	1	1	0	0
Lus10016989	1	0	1	1	0	0
Lus10036100	0	0	1	1	0	0
Lus10033289	0	0	1	1	0	0
Lus10023908	1	1	1	1	0	0
Lus10039423	1	0	1	1	0	0
Lus10035243	1	0	1	1	0	0
Lus10021188	0	0	1	1	0	0
Lus10014241	1	1	1	1	0	0
Lus10011168	1	1	1	0	0	0
Lus10014031	1	0	1	1	0	0
Lus10038091	1	1	1	1	0	0
Lus10006994	0	1	1	1	0	0
Lus10029227	0	1	1	1	0	0
Lus10025773	1	1	1	0	0	0
Lus10038971	0	0	1	1	0	0
Lus10005580	1	0	1	1	0	0
Lus10038564	1	1	1	1	0	0
Lus10037908	0	0	1	1	0	0
Lus10027462	1	1	1	1	0	0
Lus10025214	1	0	1	0	0	0
Lus10018402	1	1	1	1	0	0
Lus10027170	0	0	1	1	0	0
Lus10005967	1	1	1	0	0	0
Lus10037910	0	0	1	1	0	0
Lus10006705	0	0	1	1	0	0
Lus10039855	1	1	1	1	0	0
Lus10020152	0	0	1	1	0	0
Lus10016291	0	0	1	1	0	0
Lus10034616	1	0	1	1	0	0
Lus10010579	1	0	1	1	0	0
Lus10023881	1	0	1	1	0	0
Lus10037504	1	1	1	1	0	0
Lus10000816	1	1	1	1	0	0
Lus10003104	1	0	1	1	0	0
Lus10026645	0	0	1	1	0	0
Lus10036890	0	0	1	0	0	0
Lus10027676	0	0	1	1	0	0
Lus10011373	1	1	1	1	0	0
Lus10041742	0	0	1	1	0	0
Lus10033780	1	0	1	1	0	0
Lus10014089	1	1	1	1	0	0
Lus10007316	1	1	1	1	0	0
Lus10009972	0	0	1	1	0	0
Lus10030339	1	1	1	1	0	0
Lus10015197	0	0	1	1	0	0
Lus10011804	0	0	1	1	0	0
Lus10011913	0	0	1	1	0	0
Lus10008970	1	1	1	1	0	0
Lus10016944	0	0	1	1	0	0
Lus10035060	0	0	1	1	0	0
Lus10004509	1	1	1	1	0	0
Lus10023363	0	0	1	1	0	0
Lus10040897	1	1	1	1	0	0
Lus10033301	1	1	1	1	0	0
Lus10010320	0	0	1	1	0	0
Lus10015429	0	0	1	0	0	0
Lus10009730	1	1	1	1	0	0
Lus10021139	1	1	1	1	0	0
Lus10035050	1	0	1	1	0	0
Lus10002755	1	0	1	1	0	0
Lus10043429	0	0	1	1	0	0
Lus10003002	1	1	1	1	0	0
Lus10019126	1	1	1	1	0	0
Lus10004901	1	1	1	1	0	0
Lus10019215	0	0	1	1	0	0
Lus10033888	1	1	1	1	0	0
Lus10043394	0	0	1	1	0	0
Lus10007026	0	0	1	1	0	0
Lus10032008	1	0	1	1	0	0
Lus10003876	1	1	1	1	0	0
Lus10020718	1	0	1	1	0	0
Lus10021675	1	0	1	1	0	0
Lus10041169	1	1	1	1	0	0
Lus10039696	1	0	1	1	0	0
Lus10019648	1	0	1	1	0	0
Lus10004542	1	1	1	1	0	0
Lus10002241	0	0	1	0	0	0
Lus10010065	0	1	1	1	0	0
Lus10043170	0	0	1	0	0	0
Lus10020340	1	1	1	1	0	0
Lus10009828	1	0	1	1	0	0
Lus10032539	0	0	1	0	0	0
Lus10031311	1	0	1	1	0	0
Lus10025931	1	1	1	1	0	0
Lus10037738	1	1	1	1	0	0
Lus10011473	1	1	1	1	0	0
Lus10027864	1	0	1	0	0	0
Lus10020843	0	0	1	1	0	0
Lus10030570	1	1	1	1	0	0
Lus10026290	1	1	1	1	0	0
Lus10024881	0	0	1	1	0	0
Lus10012690	0	0	1	1	0	0
Lus10033587	0	1	1	1	0	0
Lus10032412	1	1	1	0	0	0
Lus10043367	0	0	1	0	0	0
Lus10030663	0	0	1	1	0	0
Lus10012157	0	0	1	1	0	0
Lus10008206	0	0	1	1	0	0
Lus10033545	1	0	1	1	0	0
Lus10036200	1	0	1	1	0	0
Lus10013067	1	0	1	1	0	0
Lus10024643	1	1	1	1	0	0
Lus10020883	0	0	1	1	0	0
Lus10023827	1	0	1	1	0	0
Lus10012845	1	1	1	0	0	0
Lus10021872	0	0	1	1	0	0
Lus10039130	1	1	1	1	0	0
Lus10030556	0	0	1	1	0	0
Lus10005399	1	1	1	1	0	0
Lus10017141	1	1	1	1	0	0
Lus10030480	1	1	1	1	0	0
Lus10023237	1	1	1	1	0	0
Lus10022800	0	0	1	0	0	0
Lus10033710	1	1	1	1	0	0
Lus10022451	0	0	1	1	0	0
Lus10033398	1	1	1	0	0	0
Lus10012848	1	1	1	1	0	0
Lus10034267	0	0	1	1	0	0
Lus10040461	1	1	1	0	0	0
Lus10035942	1	0	1	0	0	0
Lus10038950	1	0	1	1	0	0
Lus10034912	1	1	1	1	0	0
Lus10036532	0	0	1	1	0	0
Lus10019350	0	0	1	1	0	0
Lus10041081	0	0	1	1	0	0
Lus10019146	1	1	1	1	0	0
Lus10027252	1	1	1	1	0	0
Lus10024917	1	0	1	1	0	0
Lus10004325	1	1	1	1	0	0
Lus10023925	1	1	1	1	0	0
Lus10035310	1	1	1	1	0	0
Lus10009264	1	0	1	1	0	0
Lus10005770	1	0	1	1	0	0
Lus10009854	0	0	1	0	0	0
Lus10039177	0	0	1	1	0	0
Lus10008545	1	0	1	1	0	0
Lus10010161	1	0	1	1	0	0
Lus10013955	1	0	1	1	0	0
Lus10012640	1	1	1	0	0	0
Lus10029047	1	0	1	0	0	0
Lus10041563	1	1	1	1	0	0
Lus10021833	1	0	1	1	0	0
Lus10006351	1	1	1	1	0	0
Lus10039040	0	0	1	1	0	0
Lus10023036	1	0	1	0	0	0
Lus10014675	0	0	1	1	0	0
Lus10006354	1	0	1	1	0	0
Lus10039399	1	1	1	1	0	0
Lus10020317	1	0	1	1	0	0
Lus10038993	0	0	1	1	0	0
Lus10008760	1	1	1	1	0	0
Lus10015091	1	1	1	1	0	0
Lus10031870	1	1	1	0	0	0
Lus10018957	1	0	1	1	0	0
Lus10013376	1	1	1	1	0	0
Lus10009097	1	1	1	1	0	0
Lus10030304	1	0	1	1	0	0
Lus10012516	1	1	1	1	0	0
Lus10024305	1	1	1	0	0	0
Lus10028780	1	1	1	0	0	0
Lus10014873	0	0	1	1	0	0
Lus10009547	0	0	1	1	0	0
Lus10005280	1	1	1	1	0	0
Lus10040571	0	0	1	1	0	0
Lus10002745	1	1	1	1	0	0
